House Vote #1 2001-01-03T12:36:00 - Call By States
person,state,district,vote,name,party
400101,CO,1,Present,"Rep. Diana DeGette [D, 1997-2018]",Democrat
400102,MA,10,Present,"Rep. William “Bill” Delahunt [D, 1997-2010]",Democrat
400103,CT,3,Present,"Rep. Rosa DeLauro [D, 1991-2018]",Democrat
400104,TX,22,Present,"Rep. Thomas “Tom” DeLay [R, 1985-2006]",Republican
400105,SC,4,Present,"Rep. Jim DeMint [R, 1999-2004]",Republican
400106,FL,20,Present,"Rep. Peter Deutsch [D, 1993-2004]",Democrat
400107,FL,21,Present,"Rep. Lincoln Diaz-Balart [R, 1993-2010]",Republican
400109,WA,6,Present,"Rep. Norman “Norm” Dicks [D, 1977-2012]",Democrat
400110,MI,16,Present,"Rep. John Dingell [D, 1965-2002]",Democrat
400111,TX,10,Present,"Rep. Lloyd Doggett [D, 1995-2004]",Democrat
400112,CA,20,Present,"Rep. Calvin “Cal” Dooley [D, 1993-2004]",Democrat
400113,CA,4,Present,"Rep. John Doolittle [R, 1993-2008]",Republican
400114,PA,18,Present,"Rep. Michael “Mike” Doyle Jr. [D, 1995-2002]",Democrat
400115,CA,28,Present,"Rep. David Dreier [R, 1993-2002]",Republican
400116,TN,2,Present,"Rep. John “Jimmy” Duncan Jr. [R, 1988-2018]",Republican
400117,WA,8,Present,"Rep. Jennifer Dunn [R, 1993-2004]",Republican
400118,TX,11,Present,"Rep. Thomas “Chet” Edwards [D, 1991-2004]",Democrat
400119,MI,3,Present,"Rep. Vernon Ehlers [R, 1993-2010]",Republican
400121,MO,8,Present,"Rep. Jo Ann Emerson [R, 1997-2013]",Republican
400122,NY,17,Present,"Rep. Eliot Engel [D, 1993-2012]",Democrat
400123,PA,21,Present,"Rep. Philip “Phil” English [R, 1995-2002]",Republican
400124,CA,14,Present,"Rep. Anna Eshoo [D, 1993-2012]",Democrat
400125,NC,2,Present,"Rep. Bob Etheridge [D, 1997-2010]",Democrat
400126,IL,17,Present,"Rep. Lane Evans [D, 1983-2006]",Democrat
400127,AL,2,Present,"Rep. Terry Everett [R, 1993-2008]",Republican
400129,CA,17,Present,"Rep. Sam Farr [D, 1993-2012]",Democrat
400130,PA,2,Present,"Rep. Chaka Fattah [D, 1995-2016]",Democrat
400132,NJ,7,Present,"Rep. Michael “Mike” Ferguson [R, 2001-2008]",Republican
400133,CA,50,Present,"Rep. Bob Filner [D, 1993-2002]",Democrat
400134,AZ,1,Present,"Rep. Jeff Flake [R, 2001-2002]",Republican
400135,KY,6,Present,"Rep. Ernest “Ernie” Fletcher [R, 1999-2003]",Republican
400136,FL,16,Present,"Rep. Mark Foley [R, 1995-2006]",Republican
400138,TN,9,Present,"Rep. Harold Ford Jr. [D, 1997-2006]",Democrat
400139,NY,13,Present,"Rep. Vito Fossella Jr. [R, 1997-2008]",Republican
400140,MA,4,Present,"Rep. Barney Frank [D, 1981-2012]",Democrat
400142,NJ,11,Present,"Rep. Rodney Frelinghuysen [R, 1995-2018]",Republican
400143,TX,24,Present,"Rep. Jonas “Martin” Frost III [D, 1979-2004]",Democrat
400144,CA,23,Present,"Rep. Elton Gallegly [R, 1993-2002]",Republican
400146,MO,3,Present,"Rep. Richard “Dick” Gephardt [D, 1977-2004]",Democrat
400148,NV,2,Present,"Rep. James “Jim” Gibbons [R, 1997-2006]",Republican
400149,MD,1,Present,"Rep. Wayne Gilchrest [R, 1991-2008]",Republican
400150,OH,5,Present,"Rep. Paul Gillmor [R, 1989-2007]",Republican
400152,TX,20,Present,"Rep. Charles “Charlie” Gonzalez [D, 1999-2012]",Democrat
400153,VA,5,Present,"Rep. Virgil Goode Jr. [R, 1997-2008]",Republican
400154,VA,6,Present,"Rep. Bob Goodlatte [R, 1993-2018]",Republican
400155,TN,6,Present,"Rep. Barton “Bart” Gordon [D, 1985-2010]",Democrat
400156,FL,14,Present,"Rep. Porter Goss [R, 1993-2004]",Republican
400157,TX,12,Present,"Rep. Kay Granger [R, 1997-2018]",Republican
400158,MO,6,Present,"Rep. Sam Graves [R, 2001-2018]",Republican
400159,WI,8,Present,"Rep. Mark Green [R, 1999-2006]",Republican
400160,TX,29,Present,"Rep. Gene Green [D, 1993-2018]",Democrat
400161,PA,8,Present,"Rep. James “Jim” Greenwood [R, 1993-2004]",Republican
400163,IL,4,Not Voting,"Rep. Luis Gutiérrez [D, 1993-2018]",Democrat
400164,MN,1,Present,"Rep. Gilbert “Gil” Gutknecht [R, 1995-2006]",Republican
400165,TX,4,Present,"Rep. Ralph Hall [D, 1981-2014]",Democrat
400166,CA,36,Present,"Rep. Jane Harman [D, 2001-2011]",Democrat
400168,PA,4,Present,"Rep. Melissa Hart [R, 2001-2006]",Republican
400169,IL,14,Not Voting,"Rep. Dennis “Denny” Hastert [R, 1987-2007]",Republican
400170,FL,23,Present,"Rep. Alcee Hastings [D, 1993-2012]",Democrat
400171,WA,4,Present,"Rep. Doc Hastings [R, 1995-2014]",Republican
400172,NC,8,Present,"Rep. Robin Hayes [R, 1999-2008]",Republican
400173,AZ,6,Present,"Rep. John “J.D.” Hayworth Jr. [R, 1995-2002]",Republican
400174,CO,5,Present,"Rep. Joel Hefley [R, 1987-2006]",Republican
400176,CA,2,Present,"Rep. Walter “Wally” Herger [R, 1987-2012]",Republican
400177,IN,9,Present,"Rep. Baron Hill [D, 1999-2004]",Democrat
400178,NY,26,Present,"Rep. Maurice Hinchey [D, 1993-2002]",Democrat
400179,TX,15,Present,"Rep. Rubén Hinojosa [D, 1997-2016]",Democrat
400180,OH,7,Present,"Rep. David “Dave” Hobson [R, 1991-2008]",Republican
400181,PA,13,Present,"Rep. Joseph Hoeffel [D, 1999-2004]",Democrat
400182,MI,2,Present,"Rep. Peter “Pete” Hoekstra [R, 1993-2010]",Republican
400183,PA,6,Present,"Rep. Tim Holden [D, 1993-2002]",Democrat
400184,NJ,12,Present,"Rep. Rush Holt [D, 1999-2014]",Democrat
400185,CA,15,Present,"Rep. Michael “Mike” Honda [D, 2001-2012]",Democrat
400186,OR,5,Present,"Rep. Darlene Hooley [D, 1997-2008]",Democrat
400187,IN,8,Present,"Rep. John Hostettler [R, 1995-2006]",Republican
400188,NY,31,Present,"Rep. Amory “Amo” Houghton Jr. [R, 1993-2002]",Republican
400189,MD,5,Present,"Rep. Steny Hoyer [D, 1981-2018]",Democrat
400190,MO,9,Present,"Rep. Kenny Hulshof [R, 1997-2008]",Republican
400191,CA,52,Present,"Rep. Duncan Hunter [R, 1993-2008]",Republican
400192,IL,6,Present,"Rep. Henry Hyde [R, 1975-2006]",Republican
400193,WA,1,Present,"Rep. Jay Inslee [D, 1999-2012]",Democrat
400194,GA,6,Present,"Rep. John “Johnny” Isakson [R, 1999-2004]",Republican
400195,NY,2,Present,"Rep. Steve Israel [D, 2001-2012]",Democrat
400196,CA,48,Present,"Rep. Darrell Issa [R, 2001-2002]",Republican
400197,OK,5,Present,"Rep. Ernest Istook Jr. [R, 1993-2006]",Republican
400198,IL,2,Present,"Rep. Jesse Jackson Jr. [D, 1995-2012]",Democrat
400199,TX,18,Present,"Rep. Sheila Jackson Lee [D, 1995-2018]",Democrat
400201,LA,2,Present,"Rep. William Jefferson [D, 1991-2008]",Democrat
400202,TN,1,Present,"Rep. William “Bill” Jenkins [R, 1997-2006]",Republican
400203,LA,7,Present,"Rep. Christopher “Chris” John [D, 1997-2004]",Democrat
400204,TX,30,Present,"Rep. Eddie Johnson [D, 1993-2018]",Democrat
400205,CT,6,Present,"Rep. Nancy Johnson [R, 1983-2002]",Republican
400206,TX,3,Present,"Rep. Sam Johnson [R, 1991-2018]",Republican
400207,IL,15,Present,"Rep. Timothy Johnson [R, 2001-2012]",Republican
400208,OH,11,Present,"Rep. Stephanie Jones [D, 1999-2008]",Democrat
400209,NC,3,Present,"Rep. Walter Jones Jr. [R, 1995-2018]",Republican
400210,PA,11,Present,"Rep. Paul Kanjorski [D, 1985-2010]",Democrat
400211,OH,9,Present,"Rep. Marcy Kaptur [D, 1983-2018]",Democrat
400212,FL,8,Present,"Rep. Ric Keller [R, 2001-2008]",Republican
400213,NY,19,Present,"Rep. Sue Kelly [R, 1995-2006]",Republican
400214,MN,2,Present,"Rep. Mark Kennedy [R, 2001-2002]",Republican
400215,RI,1,Present,"Rep. Patrick Kennedy [D, 1995-2010]",Democrat
400216,MI,9,Present,"Rep. Dale Kildee [D, 1993-2002]",Democrat
400217,MI,15,Present,"Rep. Carolyn Kilpatrick [D, 1997-2002]",Democrat
400218,WI,3,Present,"Rep. Ron Kind [D, 1997-2018]",Democrat
400219,NY,3,Present,"Rep. Peter “Pete” King [R, 1993-2012]",Republican
400221,GA,1,Present,"Rep. Jack Kingston [R, 1993-2014]",Republican
400222,IL,10,Present,"Rep. Mark Kirk [R, 2001-2010]",Republican
400223,WI,4,Present,"Rep. Gerald “Jerry” Kleczka [D, 1983-2004]",Democrat
400225,MI,11,Present,"Rep. Joseph “Joe” Knollenberg [R, 1993-2002]",Republican
400226,AZ,5,Present,"Rep. James “Jim” Kolbe [R, 1985-2002]",Republican
400227,OH,10,Present,"Rep. Dennis Kucinich [D, 1997-2012]",Democrat
400228,IL,18,Present,"Rep. Ray LaHood [R, 1995-2008]",Republican
400229,TX,9,Present,"Rep. Nicholas “Nick” Lampson [D, 1997-2004]",Democrat
400230,RI,2,Present,"Rep. James “Jim” Langevin [D, 2001-2018]",Democrat
400231,CA,12,Present,"Rep. Tom Lantos [D, 1993-2008]",Democrat
400232,WA,2,Present,"Rep. Rick Larsen [D, 2001-2018]",Democrat
400233,CT,1,Present,"Rep. John Larson [D, 1999-2018]",Democrat
400234,IA,5,Present,"Rep. Tom Latham [R, 1995-2002]",Republican
400235,OH,19,Present,"Rep. Steven LaTourette [R, 1995-2002]",Republican
400236,IA,1,Present,"Rep. James “Jim” Leach [R, 1977-2002]",Republican
400237,CA,9,Present,"Rep. Barbara Lee [D, 1998-2012]",Democrat
400238,MI,12,Present,"Rep. Sander Levin [D, 1993-2012]",Democrat
400239,CA,40,Present,"Rep. Jerry Lewis [R, 1993-2002]",Republican
400240,GA,5,Present,"Rep. John Lewis [D, 1987-2018]",Democrat
400241,KY,2,Present,"Rep. Ron Lewis [R, 1993-2008]",Republican
400242,GA,11,Present,"Rep. John Linder [R, 1997-2002]",Republican
400243,IL,3,Not Voting,"Rep. William Lipinski [D, 1993-2004]",Democrat
400244,NJ,2,Present,"Rep. Frank LoBiondo [R, 1995-2018]",Republican
400245,CA,16,Present,"Rep. Zoe Lofgren [D, 1995-2012]",Democrat
400246,NY,18,Present,"Rep. Nita Lowey [D, 1993-2012]",Democrat
400247,OK,6,Present,"Rep. Frank Lucas [R, 1993-2002]",Republican
400248,KY,4,Present,"Rep. Kenneth “Ken” Lucas [D, 1999-2004]",Democrat
400251,NY,14,Present,"Rep. Carolyn Maloney [D, 1993-2012]",Democrat
400252,IL,16,Present,"Rep. Donald Manzullo [R, 1993-2012]",Republican
400253,MA,7,Present,"Rep. Edward “Ed” Markey [D, 1975-2012]",Democrat
400255,UT,2,Present,"Rep. Jim Matheson [D, 2001-2012]",Democrat
400256,CA,5,Present,"Rep. Robert Matsui [D, 1993-2004]",Democrat
400257,NY,4,Present,"Rep. Carolyn McCarthy [D, 1997-2014]",Democrat
400258,MO,5,Present,"Rep. Karen McCarthy [D, 1995-2004]",Democrat
400259,MN,4,Present,"Rep. Betty McCollum [D, 2001-2018]",Democrat
400261,LA,4,Present,"Rep. James “Jim” McCrery III [R, 1997-2008]",Republican
400262,WA,7,Present,"Rep. Jim McDermott [D, 1989-2016]",Democrat
400263,MA,3,Present,"Rep. James “Jim” McGovern [D, 1997-2012]",Democrat
400264,NY,24,Present,"Rep. John McHugh [R, 1993-2002]",Republican
400265,CO,3,Present,"Rep. Scott McInnis [R, 1993-2004]",Republican
400266,NC,7,Present,"Rep. Mike McIntyre [D, 1997-2014]",Democrat
400267,CA,25,Present,"Rep. Howard “Buck” McKeon [R, 1993-2014]",Republican
400268,NY,21,Present,"Rep. Michael McNulty [D, 1993-2008]",Democrat
400269,MA,5,Present,"Rep. Martin “Marty” Meehan [D, 1993-2007]",Democrat
400271,NY,6,Present,"Rep. Gregory Meeks [D, 1997-2012]",Democrat
400272,NJ,13,Present,"Rep. Robert “Bob” Menéndez [D, 1993-2006]",Democrat
400273,FL,7,Present,"Rep. John Mica [R, 1993-2016]",Republican
400275,CA,37,Present,"Rep. Juanita Millender-McDonald [D, 1996-2007]",Democrat
400277,CA,41,Present,"Rep. Gary Miller [R, 1999-2002]",Republican
400278,CA,7,Present,"Rep. George Miller [D, 1975-2012]",Democrat
400281,WV,1,Present,"Rep. Alan Mollohan [D, 1983-2010]",Democrat
400282,KS,3,Present,"Rep. Dennis Moore [D, 1999-2010]",Democrat
400283,VA,8,Present,"Rep. James “Jim” Moran Jr. [D, 1991-2014]",Democrat
400284,KS,1,Present,"Rep. Jerry Moran [R, 1997-2010]",Republican
400286,PA,12,Present,"Rep. John Murtha [D, 1973-2010]",Democrat
400288,NC,9,Present,"Rep. Sue Myrick [R, 1995-2012]",Republican
400289,NY,8,Present,"Rep. Jerrold Nadler [D, 1993-2012]",Democrat
400290,CA,34,Present,"Rep. Grace Napolitano [D, 1999-2002]",Democrat
400291,MA,2,Present,"Rep. Richard Neal [D, 1989-2012]",Democrat
400292,WA,5,Present,"Rep. George Nethercutt Jr. [R, 1995-2004]",Republican
400293,OH,18,Present,"Rep. Robert “Bob” Ney [R, 1995-2006]",Republican
400294,KY,3,Present,"Rep. Anne Northup [R, 1997-2006]",Republican
400296,GA,10,Present,"Rep. Charles “Charlie” Norwood Jr. [R, 1995-2002]",Republican
400298,IA,2,Present,"Rep. James “Jim” Nussle [R, 1991-2002]",Republican
400299,MN,8,Present,"Rep. James Oberstar [D, 1975-2010]",Democrat
400300,WI,7,Present,"Rep. David “Dave” Obey [D, 1969-2010]",Democrat
400301,MA,1,Present,"Rep. John Olver [D, 1991-2012]",Democrat
400302,TX,27,Present,"Rep. Solomon Ortiz [D, 1983-2010]",Democrat
400303,NE,3,Present,"Rep. Thomas “Tom” Osborne [R, 2001-2006]",Republican
400304,CA,3,Present,"Rep. Doug Ose [R, 1999-2004]",Republican
400305,ID,1,Present,"Rep.  “Butch” Otter [R, 2001-2006]",Republican
400306,NY,11,Present,"Rep. Major Owens [D, 1993-2006]",Democrat
400307,OH,4,Present,"Rep. Michael Oxley [R, 1981-2006]",Republican
400308,NJ,6,Present,"Rep. Frank Pallone Jr. [D, 1993-2018]",Democrat
400309,NJ,8,Present,"Rep. Bill Pascrell Jr. [D, 1997-2012]",Democrat
400310,AZ,2,Present,"Rep. Ed Pastor [D, 1991-2002]",Democrat
400311,TX,14,Present,"Rep. Ronald “Ron” Paul [R, 1997-2012]",Republican
400312,NJ,10,Present,"Rep. Donald Payne [D, 1989-2012]",Democrat
400314,CA,8,Present,"Rep. Nancy Pelosi [D, 1993-2012]",Democrat
400315,IN,2,Present,"Rep. Mike Pence [R, 2001-2002]",Republican
400316,MN,7,Present,"Rep. Collin Peterson [D, 1991-2018]",Democrat
400317,PA,5,Present,"Rep. John Peterson [R, 1997-2008]",Republican
400318,WI,6,Present,"Rep. Thomas “Tom” Petri [R, 1979-2014]",Republican
400319,MS,3,Present,"Rep. Charles “Chip” Pickering Jr. [R, 1997-2008]",Republican
400320,PA,16,Present,"Rep. Joseph Pitts [R, 1997-2016]",Republican
400321,PA,19,Present,"Rep. Todd Platts [R, 2001-2012]",Republican
400322,CA,11,Present,"Rep. Richard Pombo [R, 1993-2006]",Republican
400323,ND,0,Present,"Rep. Earl Pomeroy [D, 1993-2010]",Democrat
400325,OH,2,Present,"Rep. Robert “Rob” Portman [R, 1993-2005]",Republican
400326,NC,4,Present,"Rep. David Price [D, 1997-2018]",Democrat
400327,OH,15,Present,"Rep. Deborah Pryce [R, 1993-2008]",Republican
400328,FL,12,Present,"Rep. Adam Putnam [R, 2001-2010]",Republican
400329,NY,30,Present,"Rep. Jack Quinn [R, 1993-2002]",Republican
400330,CA,19,Present,"Rep. George Radanovich [R, 1995-2010]",Republican
400331,WV,3,Present,"Rep. Nick Rahall II [D, 1993-2014]",Democrat
400332,MN,3,Present,"Rep. James “Jim” Ramstad [R, 1991-2008]",Republican
400333,NY,15,Present,"Rep. Charles “Charlie” Rangel [D, 1993-2012]",Democrat
400334,OH,16,Present,"Rep. Ralph Regula [R, 1973-2008]",Republican
400335,MT,0,Present,"Rep. Dennis “Denny” Rehberg [R, 2001-2012]",Republican
400337,TX,16,Present,"Rep. Silvestre Reyes [D, 1997-2012]",Democrat
400338,NY,27,Present,"Rep. Thomas Reynolds [R, 1999-2002]",Republican
400339,TX,28,Present,"Rep. Ciro Rodriguez [D, 1997-2004]",Democrat
400340,KY,5,Present,"Rep. Harold “Hal” Rogers [R, 1981-2018]",Republican
400342,MI,8,Present,"Rep. Mike Rogers [R, 2001-2014]",Republican
400343,CA,45,Present,"Rep. Dana Rohrabacher [R, 1993-2002]",Republican
400344,FL,18,Present,"Rep. Ileana Ros-Lehtinen [R, 1989-2012]",Republican
400345,AR,4,Present,"Rep. Mike Ross [D, 2001-2012]",Democrat
400346,NJ,9,Present,"Rep. Steven Rothman [D, 1997-2012]",Democrat
400347,CA,33,Present,"Rep. Lucille Roybal-Allard [D, 1993-2002]",Democrat
400348,CA,39,Present,"Rep. Edward “Ed” Royce [R, 1993-2002]",Republican
400350,IL,1,Present,"Rep. Bobby Rush [D, 1993-2018]",Democrat
400351,WI,1,Present,"Rep. Paul Ryan [R, 1999-2018]",Republican
400353,KS,2,Present,"Rep. Jim Ryun [R, 1996-2006]",Republican
400354,MN,5,Present,"Rep. Martin Sabo [D, 1979-2006]",Democrat
400356,CA,46,Present,"Rep. Loretta Sanchez [D, 1997-2002]",Democrat
400357,VT,0,Present,"Rep. Bernard “Bernie” Sanders [I, 1991-2006]",Independent
400358,TX,1,Present,"Rep. Max Sandlin Jr. [D, 1997-2004]",Democrat
400359,NJ,3,Present,"Rep. James “Jim” Saxton [R, 1993-2008]",Republican
400360,IL,9,Present,"Rep. Janice “Jan” Schakowsky [D, 1999-2018]",Democrat
400361,CA,27,Present,"Rep. Adam Schiff [D, 2001-2002]",Democrat
400362,VA,2,Present,"Rep. Edward “Ed” Schrock [R, 2001-2004]",Republican
400364,VA,3,Present,"Rep. Robert “Bobby” Scott [D, 1993-2018]",Democrat
400365,WI,9,Present,"Rep. James Sensenbrenner Jr. [R, 1979-2002]",Republican
400366,NY,16,Present,"Rep. José Serrano [D, 1993-2012]",Democrat
400367,TX,5,Present,"Rep. Pete Sessions [R, 1997-2002]",Republican
400368,AZ,4,Present,"Rep. John Shadegg [R, 1995-2002]",Republican
400369,FL,22,Present,"Rep. Clay Shaw Jr. [R, 1993-2006]",Republican
400370,CT,4,Present,"Rep. Christopher Shays [R, 1987-2008]",Republican
400371,CA,24,Present,"Rep. Brad Sherman [D, 1997-2002]",Democrat
400372,PA,10,Present,"Rep. Donald “Don” Sherwood [R, 1999-2006]",Republican
400373,IL,20,Present,"Rep. John Shimkus [R, 1997-2002]",Republican
400374,PA,9,Present,"Rep. Elmer “Bud” Shuster [R, 1973-2001]",Republican
400375,CT,2,Present,"Rep. Robert “Rob” Simmons [R, 2001-2006]",Republican
400376,ID,2,Present,"Rep. Michael “Mike” Simpson [R, 1999-2018]",Republican
400377,MO,4,Present,"Rep. Ike Skelton [D, 1977-2010]",Democrat
400378,NY,28,Present,"Rep. Louise Slaughter [D, 1993-2012]",Democrat
400379,WA,9,Present,"Rep. Adam Smith [D, 1997-2018]",Democrat
400380,NJ,4,Present,"Rep. Christopher “Chris” Smith [R, 1981-2018]",Republican
400381,TX,21,Present,"Rep. Lamar Smith [R, 1987-2018]",Republican
400382,MI,7,Present,"Rep. Nick Smith [R, 1993-2004]",Republican
400383,AR,2,Present,"Rep. Victor “Vic” Snyder [D, 1997-2010]",Democrat
400384,CA,31,Present,"Rep. Hilda Solis [D, 2001-2002]",Democrat
400385,IN,4,Present,"Rep. Mark Souder [R, 1995-2002]",Republican
400386,SC,5,Present,"Rep. John Spratt Jr. [D, 1983-2010]",Democrat
400387,CA,13,Not Voting,"Rep. Fortney “Pete” Stark [D, 1993-2012]",Democrat
400388,FL,6,Present,"Rep. Clifford “Cliff” Stearns [R, 1989-2012]",Republican
400389,TX,17,Present,"Rep. Charles “Charlie” Stenholm [D, 1979-2004]",Democrat
400390,OH,6,Present,"Rep. Ted Strickland [D, 1997-2006]",Democrat
400391,MI,1,Present,"Rep. Bart Stupak [D, 1993-2010]",Democrat
400393,NY,22,Present,"Rep. John Sweeney [R, 1999-2002]",Republican
400394,CO,6,Present,"Rep. Thomas “Tom” Tancredo [R, 1999-2008]",Republican
400395,TN,8,Present,"Rep. John Tanner [D, 1989-2010]",Democrat
400396,CA,10,Present,"Rep. Ellen Tauscher [D, 1997-2009]",Democrat
400397,LA,3,Present,"Rep. William “Billy” Tauzin [R, 1979-2004]",Republican
400398,NC,11,Present,"Rep. Charles Taylor [R, 1991-2006]",Republican
400399,MS,5,Present,"Rep. Gene Taylor [D, 1989-2002]",Democrat
400400,NE,2,Present,"Rep. Lee Terry [R, 1999-2014]",Republican
400401,CA,21,Present,"Rep. William “Bill” Thomas [R, 1993-2002]",Republican
400402,MS,2,Present,"Rep. Bennie Thompson [D, 1993-2018]",Democrat
400403,CA,1,Present,"Rep. Mike Thompson [D, 1999-2012]",Democrat
